speciesname,locationid,date,latitude,longitude
Procyon lotor,SEWA_N01_DRP2,2019-07-03 05:02:21,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-03 06:04:45,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-03 06:12:10,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-03 06:13:16,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-05 03:55:53,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-05 04:05:21,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-06 04:16:46,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-06 06:57:43,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-06 14:23:08,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-06 21:55:35,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-06 21:56:49,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 01:40:04,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 01:43:19,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 06:15:57,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 06:30:29,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 06:32:19,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 06:35:27,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-07 09:09:58,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-08 05:03:36,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-02 21:22:37,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-08 22:40:43,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-12 05:17:49,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-12 21:40:02,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-12 21:42:12,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 00:18:03,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 01:41:10,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 06:13:16,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 06:15:15,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 06:18:22,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-14 06:23:10,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-17 02:02:13,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-18 00:32:11,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-18 21:26:52,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-19 17:39:40,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 02:05:31,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 02:16:47,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 06:02:11,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 07:16:02,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 12:31:07,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 13:41:55,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 13:43:05,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-21 13:44:47,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-22 12:50:01,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-22 22:03:20,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-24 00:40:51,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-24 05:34:29,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-26 21:20:37,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-27 00:40:48,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-28 00:55:01,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-29 02:40:01,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-31 00:59:17,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-01 04:34:38,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-04 04:01:24,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-04 04:12:05,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-03 03:39:37,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-04 00:27:39,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-04 00:35:15,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-04 00:46:55,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-04 01:33:09,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-05 04:36:33,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-06 22:18:52,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-06 22:21:43,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-09 21:08:36,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-10 09:39:36,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-10 21:18:08,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-11 05:21:28,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-12 02:48:42,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-13 06:16:33,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-13 06:27:54,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-13 06:51:35,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-13 07:06:35,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-13 07:08:15,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-15 04:47:57,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-15 05:04:42,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-17 05:14:54,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-18 02:55:25,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-20 04:46:49,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-21 01:54:25,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-22 01:44:19,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-23 02:59:41,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-23 03:46:38,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-23 04:54:15,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 01:35:34,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 02:04:32,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 02:12:10,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 03:20:26,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 21:03:29,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 21:13:01,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-25 22:46:39,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-26 02:09:52,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-26 02:11:49,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-27 20:56:37,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-30 03:37:21,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-30 04:50:11,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-30 21:11:07,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-30 21:18:24,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-06-30 21:30:51,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-02 03:49:05,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-03 00:41:04,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-07-03 00:42:14,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-25 05:47:12,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-25 05:53:52,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-25 05:55:18,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-25 06:08:50,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-29 02:44:26,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-29 11:07:48,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-24 14:24:19,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-01 02:39:03,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-05-01 02:56:52,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-24 23:40:02,47.64338516008189,-122.36071397860043
Procyon lotor,SEWA_N01_DRP2,2019-04-24 23:43:41,47.64338516008189,-122.36071397860043
